rank,Latitude,Longitude,Name of City,Country,2021 Population,2020 Population,Growth,Population Difference,Population Change
989,51.0493286,13.7381437,Dresden,Germany,580877,575476,0.0094,5401,grew
990,-21.7609533,-43.3501129,Juiz De Fora,Brazil,580874,575481,0.0094,5393,grew
991,7.6906058,-5.0298408,Bouake,Ivory Coast,580586,571876,0.0152,8710,grew
992,4.8142613,-75.6946776,Pereira,Colombia,580225,579620,0.001,605,grew
993,24.578721,73.6862571,Udaipur,India,580191,569224,0.0193,10967,grew
994,34.7678842,111.1908398,Sanmenxia,China,579273,561369,0.0319,17904,grew
995,12.7948109,79.0006411,Vellore,India,578956,569048,0.0174,9908,grew
996,29.2908082,120.2366509,Dongyang,China,578734,566083,0.0223,12651,grew
997,38.4583983,47.9313001,Ardabil,Iran,578222,567912,0.0182,10310,grew
998,8.7567452,78.0797527,Thoothukkudi,India,577945,560930,0.0303,17015,grew
999,-29.116395,26.215496,Bloemfontein,South Africa,577560,567029,0.0186,10531,grew
1000,22.4277951,111.1032678,Xinyi,China,577474,559613,0.0319,17861,grew
